author,updated_at,like_count,text,public,tokens,tokens_without_slang,text_fin,sentiment
@darwinhalim177,2023-12-23T01:52:52Z,0,makin yakin dengan paslon prabowo eksekusi gibran dengan ide kreatif dan milenial nya jago di bidangnya cocok utk menjadi menteri gubernur nantinya seperti biasa capres dan cawapresnya obral janji manis seperti dl pas capresnya pas nyaleg gubernur,True,"['paslon', 'prabowo', 'eksekusi', 'gibran', 'ide', 'kreatif', 'milenial', 'nya', 'jago', 'bidangnya', 'cocok', 'untuk', 'menteri', 'gubernur', 'capres', 'cawapresnya', 'obral', 'janji', 'manis', 'dulu', 'pas', 'capresnya', 'pas', 'nyaleg', 'gubernur']","['paslon', 'prabowo', 'eksekusi', 'gibran', 'ide', 'kreatif', 'milenial', 'nya', 'jago', 'bidangnya', 'cocok', 'untuk', 'menteri', 'gubernur', 'capres', 'cawapresnya', 'obral', 'janji', 'manis', 'dulu', 'pas', 'capresnya', 'pas', 'nyaleg', 'gubernur']",paslon prabowo eksekusi gibran ide kreatif milenial  jago bidangnya cocok untuk menteri gubernur capres cawapresnya obral janji manis dulu pas capresnya pas nyaleg gubernur,positive
@algifary9685,2023-12-23T01:52:43Z,1,we keep stay on anies rasyid baswesan iskandar muhaimin,True,"['we', 'keep', 'stay', 'on', 'anies', 'rasyid', 'baswesan', 'iskandar', 'muhaimin']","['we', 'keep', 'stay', 'on', 'anies', 'rasyid', 'baswesan', 'iskandar', 'muhaimin']",we keep stay on anies rasyid baswesan iskandar muhaimin,neutral
@amalahteacherid,2023-12-23T01:52:36Z,1,saran saya selesaikan tugas menjadi walikota tugas yg baik adalah yang tuntas gak banyak janji manis tapi bukti nyata oke mas saya yakin pilih pak anis oke mantap terbukti unggul di dki yg makin baik ingat ya mas bapaknya dulu gak tuntas ngurusin dki solo selesaikan amanahmu ojok lompat lompat masa mudamu masih bisa kau lalui di solo ojo kesusu,True,"['saran', 'selesaikan', 'tugas', 'walikota', 'tugas', 'yang', 'tuntas', 'enggak', 'janji', 'manis', 'bukti', 'nyata', 'oke', 'mas', 'pilih', 'anis', 'oke', 'mantap', 'terbukti', 'unggul', 'dki', 'yang', 'ya', 'mas', 'bapaknya', 'enggak', 'tuntas', 'ngurusin', 'dki', 'solo', 'selesaikan', 'amanahmu', 'ojok', 'lompat', 'lompat', 'mudamu', 'kau', 'lalui', 'solo', 'ojo', 'kesusu']","['saran', 'selesaikan', 'tugas', 'walikota', 'tugas', 'yang', 'tuntas', 'enggak', 'janji', 'manis', 'bukti', 'nyata', 'oke', 'mas', 'pilih', 'anis', 'oke', 'mantap', 'terbukti', 'unggul', 'dki', 'yang', 'ya', 'mas', 'bapaknya', 'enggak', 'tuntas', 'ngurusin', 'dki', 'solo', 'selesaikan', 'amanahmu', 'ojok', 'lompat', 'lompat', 'mudamu', 'kau', 'lalui', 'solo', 'ojo', 'kesusu']",saran selesaikan tugas walikota tugas  tuntas  janji manis bukti nyata oke mas pilih anis oke mantap terbukti unggul dki   mas bapaknya  tuntas ngurusin dki solo selesaikan amanahmu ojok lompat lompat mudamu kau lalui solo ojo kesusu,positive
@jeitjepalar7452,2023-12-23T01:52:26Z,51,saya sampe menangis nonton video ini saat gibran dgn kerendahan hatinya pegang tangan kepd paslon no tanda sepertinya sangat menghormati kepada yg lebih senior 🙏 god bless gibran prabowo 🙏,True,"['sampai', 'menangis', 'menonton', 'video', 'gibran', 'dengan', 'kerendahan', 'hatinya', 'pegang', 'tangan', 'kepada', 'paslon', 'no', 'tanda', 'menghormati', 'yang', 'senior', '🙏', 'god', 'bless', 'gibran', 'prabowo', '🙏']","['sampai', 'menangis', 'menonton', 'video', 'gibran', 'dengan', 'kerendahan', 'hatinya', 'pegang', 'tangan', 'kepada', 'paslon', 'no', 'tanda', 'menghormati', 'yang', 'senior', '🙏', 'god', 'bless', 'gibran', 'prabowo', '🙏']",sampai menangis menonton video gibran  kerendahan hatinya pegang tangan kepada paslon  tanda menghormati  senior 🙏 god bless gibran prabowo 🙏,positive
@adhejoe1832,2023-12-23T01:51:59Z,0,anak yang stanting nya pak lurah yang dari kecilnya di kasih asam sulfat 🤣🤣🤣🤣,True,"['anak', 'stanting', 'nya', 'lurah', 'kecilnya', 'kasih', 'asam', 'sulfat', '🤣', '🤣', '🤣', '🤣']","['anak', 'stanting', 'nya', 'lurah', 'kecilnya', 'kasih', 'asam', 'sulfat', '🤣', '🤣', '🤣', '🤣']",anak stanting  lurah kecilnya kasih asam sulfat 🤣 🤣 🤣 🤣,neutral
@agoadam4331,2023-12-23T01:51:53Z,0,kasihan uda fadlidari raut wajah kelihatan capeknya,True,"['kasihan', 'sudah', 'fadlidari', 'raut', 'wajah', 'capeknya']","['kasihan', 'sudah', 'fadlidari', 'raut', 'wajah', 'capeknya']",kasihan  fadlidari raut wajah capeknya,negative
@rikobaebro2372,2023-12-23T01:51:36Z,0,sgie😅,True,"['sgie', '😅']","['sgie', '😅']",sgie 😅,positive
@hendrikmapajalos8041,2023-12-23T01:51:25Z,1,busetgibran diluar ekspek lah,True,"['busetgibran', 'diluar', 'ekspek']","['busetgibran', 'diluar', 'ekspek']",busetgibran diluar ekspek,neutral
@ucokbabay,2023-12-23T01:51:05Z,0,nikel lagi nikel lagi lalu knapa hasil produksi nikel contohnya otomotif dan elektronik masih aja import dari luar,True,"['nikel', 'nikel', 'knapa', 'hasil', 'produksi', 'nikel', 'contohnya', 'otomotif', 'elektronik', 'saja', 'import']","['nikel', 'nikel', 'knapa', 'hasil', 'produksi', 'nikel', 'contohnya', 'otomotif', 'elektronik', 'saja', 'import']",nikel nikel knapa hasil produksi nikel contohnya otomotif elektronik  import,negative
@putra77fff47,2023-12-23T01:50:34Z,0,amin yes,True,"['amin', 'yes']","['amin', 'yes']",amin yes,positive
@Enma200992,2023-12-23T01:50:30Z,1,awalnya ragu jdi manteb da jelas mo pilih siapa,True,"['ragu', 'jadi', 'mantap', 'da', 'mau', 'pilih']","['ragu', 'jadi', 'mantap', 'da', 'mau', 'pilih']",ragu jadi mantap da mau pilih,negative
@aingmacan3020,2023-12-23T01:50:20Z,371,jujur sy sebagai ibu yg punya anak msh kuliah sangat bangga dgn mas gibran memberikan contoh yg positif utk generasi penerus semangat mas gibran lanjutkan❤,True,"['jujur', 'saya', 'yang', 'anak', 'masih', 'kuliah', 'bangga', 'dengan', 'mas', 'gibran', 'contoh', 'yang', 'positif', 'untuk', 'generasi', 'penerus', 'semangat', 'mas', 'gibran', 'lanjutkan', '❤']","['jujur', 'saya', 'yang', 'anak', 'masih', 'kuliah', 'bangga', 'dengan', 'mas', 'gibran', 'contoh', 'yang', 'positif', 'untuk', 'generasi', 'penerus', 'semangat', 'mas', 'gibran', 'lanjutkan', '❤']",jujur saya  anak masih kuliah bangga  mas gibran contoh  positif untuk generasi penerus semangat mas gibran lanjutkan ❤,positive
@user-tp8bh9gj1z,2023-12-23T01:49:51Z,0,amin yg terbaik mudahan satu putaran jgn salah pilih program nasi bungkus,True,"['amin', 'yang', 'terbaik', 'mudahan', 'putaran', 'jangan', 'salah', 'pilih', 'program', 'nasi', 'bungkus']","['amin', 'yang', 'terbaik', 'mudahan', 'putaran', 'jangan', 'salah', 'pilih', 'program', 'nasi', 'bungkus']",amin  terbaik mudahan putaran  salah pilih program nasi bungkus,positive
@noedit2104,2023-12-23T01:49:48Z,0,nah disini juga gak ada yang bahas nomor 😅,True,"['enggak', 'bahas', 'nomor', '😅']","['enggak', 'bahas', 'nomor', '😅']", bahas nomor 😅,negative
@jimmynicolas756,2023-12-23T01:49:43Z,1,klu soal hukum prof mafud jagoannya klu soal ekonomi digital gibran jagoannya klu soal bercandaan cak imin g ada lawannya btw debat cawapres lebih bagus dari pada debat capress,True,"['kalau', 'hukum', 'prof', 'mafud', 'jagoannya', 'kalau', 'ekonomi', 'digital', 'gibran', 'jagoannya', 'kalau', 'bercandaan', 'cak', 'imin', 'enggak', 'lawannya', 'btw', 'debat', 'cawapres', 'bagus', 'debat', 'capress']","['kalau', 'hukum', 'prof', 'mafud', 'jagoannya', 'kalau', 'ekonomi', 'digital', 'gibran', 'jagoannya', 'kalau', 'bercandaan', 'cak', 'imin', 'enggak', 'lawannya', 'btw', 'debat', 'cawapres', 'bagus', 'debat', 'capress']",kalau hukum prof mafud jagoannya kalau ekonomi digital gibran jagoannya kalau bercandaan cak imin  lawannya btw debat cawapres bagus debat capress,positive
@arie77648,2023-12-23T01:49:40Z,11,keren gibran ya membuktikan bahwa kita kaum muda bukan jaminan kalau kita kurang pengalaman kurang mampu justru karena muda kita bisa lebih kritis dan punya daya dorong untuk bangsa ini kerasa banget semangatnya dari cara ngomongnya on fire bgt isi omongannya juga bisa menunjukkan kapasitasnya juga ga kalah justru lebih bagus dari cak imin bahkan bisa hampir setara sama prof mahfud dari segi pemahaman dalam menjalankan negara ini kedepannya,True,"['keren', 'gibran', 'ya', 'membuktikan', 'kaum', 'muda', 'jaminan', 'pengalaman', 'muda', 'kritis', 'daya', 'dorong', 'bangsa', 'kerasa', 'banget', 'semangatnya', 'mengomongnya', 'on', 'fire', 'banget', 'isi', 'omongannya', 'kapasitasnya', 'enggak', 'kalah', 'bagus', 'cak', 'imin', 'setara', 'prof', 'mahfud', 'segi', 'pemahaman', 'menjalankan', 'negara', 'kedepannya']","['keren', 'gibran', 'ya', 'membuktikan', 'kaum', 'muda', 'jaminan', 'pengalaman', 'muda', 'kritis', 'daya', 'dorong', 'bangsa', 'kerasa', 'banget', 'semangatnya', 'mengomongnya', 'on', 'fire', 'banget', 'isi', 'omongannya', 'kapasitasnya', 'enggak', 'kalah', 'bagus', 'cak', 'imin', 'setara', 'prof', 'mahfud', 'segi', 'pemahaman', 'menjalankan', 'negara', 'kedepannya']",keren gibran  membuktikan kaum muda jaminan pengalaman muda kritis daya dorong bangsa kerasa  semangatnya mengomongnya on fire  isi omongannya kapasitasnya  kalah bagus cak imin setara prof mahfud segi pemahaman menjalankan negara kedepannya,positive
@yensamaharani7679,2023-12-23T01:48:22Z,1,ini baru pemuda gmn kalo 😎😎 all in prabowogibran menuju indonesia emas🙏🙏🙏🙏,True,"['pemuda', 'bagaimana', 'kalo', '😎', '😎', 'all', 'ini', 'prabowogibran', 'indonesia', 'emas', '🙏', '🙏', '🙏', '🙏']","['pemuda', 'bagaimana', 'kalo', '😎', '😎', 'all', 'ini', 'prabowogibran', 'indonesia', 'emas', '🙏', '🙏', '🙏', '🙏']",pemuda bagaimana  😎 😎 all  prabowogibran indonesia emas 🙏 🙏 🙏 🙏,positive
@fadelmuhammad1960,2023-12-23T01:47:31Z,2,janji manis tidak dikerjakan rakyat butuh kepastian bukan kebohonganrakyat hanya butuh kejelasankepastiankeberhasilanpesan saya perluas peluang kerjapeningkatan angka pendidikanmerata pembangunankejelasan hukum,True,"['janji', 'manis', 'rakyat', 'butuh', 'kepastian', 'kebohonganrakyat', 'butuh', 'kejelasankepastiankeberhasilanpesan', 'perluas', 'peluang', 'kerjapeningkatan', 'angka', 'pendidikanmerata', 'pembangunankejelasan', 'hukum']","['janji', 'manis', 'rakyat', 'butuh', 'kepastian', 'kebohonganrakyat', 'butuh', 'kejelasankepastiankeberhasilanpesan', 'perluas', 'peluang', 'kerjapeningkatan', 'angka', 'pendidikanmerata', 'pembangunankejelasan', 'hukum']",janji manis rakyat butuh kepastian kebohonganrakyat butuh kejelasankepastiankeberhasilanpesan perluas peluang kerjapeningkatan angka pendidikanmerata pembangunankejelasan hukum,positive
@yeni-erin-anesti,2023-12-23T01:46:47Z,461,pas debat capres pa prabowo bnr bnr di cecer oleh paslon dan di debat cawapres ini gibran bnrbnr membalikan keadaan mashaa allah ❤,True,"['pas', 'debat', 'capres', 'apa', 'prabowo', 'benar', 'benar', 'cecer', 'paslon', 'debat', 'cawapres', 'gibran', 'bnrbnr', 'membalikan', 'mashaa', 'allah', '❤']","['pas', 'debat', 'capres', 'apa', 'prabowo', 'benar', 'benar', 'cecer', 'paslon', 'debat', 'cawapres', 'gibran', 'bnrbnr', 'membalikan', 'mashaa', 'allah', '❤']",pas debat capres apa prabowo benar benar cecer paslon debat cawapres gibran bnrbnr membalikan mashaa allah ❤,neutral
@inyong532,2023-12-23T01:46:22Z,1,setelah debat selesai terlihat muka anis masam dan kecut,True,"['debat', 'selesai', 'muka', 'anis', 'masam', 'kecut']","['debat', 'selesai', 'muka', 'anis', 'masam', 'kecut']",debat selesai muka anis masam kecut,negative
@rayyan.a.jatendra,2023-12-23T01:46:07Z,0,favorite part 😂 bener bener anak jokowi,True,"['favorite', 'part', '😂', 'benar', 'benar', 'anak', 'jokowi']","['favorite', 'part', '😂', 'benar', 'benar', 'anak', 'jokowi']",favorite part 😂 benar benar anak jokowi,positive
@rommyhermansyah7672,2023-12-23T01:45:20Z,1,jilatnya parah bgt lu,True,"['jilatnya', 'parah', 'banget', 'lu']","['jilatnya', 'parah', 'banget', 'lu']",jilatnya parah  lu,negative
@kahfinurseha7766,2023-12-23T01:44:47Z,0,sejak kapan paman coki jadi timses paslon,True,"['paman', 'coki', 'timses', 'paslon']","['paman', 'coki', 'timses', 'paslon']",paman coki timses paslon,neutral
@yoga1546,2023-12-23T01:44:45Z,3,cukup kami orang jakarta yang dibohongi indonesia jangan 😇,True,"['orang', 'jakarta', 'dibohongi', 'indonesia', '😇']","['orang', 'jakarta', 'dibohongi', 'indonesia', '😇']", jakarta dibohongi indonesia 😇,negative
@user-dq6kr3ff1z,2023-12-23T01:44:39Z,0,usul saya sebagai anak indonesia bikin lahpembagunan seperti sebatang pohon dari pangkal batang sampai ke ujung ranting semakin indah penuh bunga dan buah mks,True,"['usul', 'anak', 'indonesia', 'bikin', 'lahpembagunan', 'sebatang', 'pohon', 'pangkal', 'batang', 'ujung', 'ranting', 'indah', 'penuh', 'bunga', 'buah', 'mks']","['usul', 'anak', 'indonesia', 'bikin', 'lahpembagunan', 'sebatang', 'pohon', 'pangkal', 'batang', 'ujung', 'ranting', 'indah', 'penuh', 'bunga', 'buah', 'mks']",usul anak indonesia  lahpembagunan sebatang pohon pangkal batang ujung ranting indah penuh bunga buah mks,positive
@rogstyle6150,2023-12-23T01:44:29Z,0,mudahmudahan prabowo terpilih biar indonesia tambah terpuruk jadi kita semua bisa ibadah dengan tenang biarkan dunia urusan mereka kita cukup dengan ibadah dan sabar,True,"['mudahmudahan', 'prabowo', 'terpilih', 'biar', 'indonesia', 'terpuruk', 'ibadah', 'tenang', 'biarkan', 'dunia', 'urusan', 'ibadah', 'sabar']","['mudahmudahan', 'prabowo', 'terpilih', 'biar', 'indonesia', 'terpuruk', 'ibadah', 'tenang', 'biarkan', 'dunia', 'urusan', 'ibadah', 'sabar']",mudahmudahan prabowo terpilih biar indonesia terpuruk ibadah tenang biarkan dunia urusan ibadah sabar,negative
@moramarchella2848,2023-12-23T01:44:24Z,0,hutang ri saat ini triliun bagaimana ini pak jokowi,True,"['hutang', 'ri', 'triliun', 'jokowi']","['hutang', 'ri', 'triliun', 'jokowi']",hutang ri triliun jokowi,negative
@gzl4629,2023-12-23T01:44:16Z,1,point penting yg didpt dari gibran cuma pepesan kosong dan hapalan ditanya a jawaban b dia bukan mewakili indonesia melainkan cuma solo sentris,True,"['point', 'yang', 'didpt', 'gibran', 'pepesan', 'kosong', 'hapalan', 'a', 'b', 'mewakili', 'indonesia', 'solo', 'sentris']","['point', 'yang', 'didpt', 'gibran', 'pepesan', 'kosong', 'hapalan', 'a', 'b', 'mewakili', 'indonesia', 'solo', 'sentris']",point  didpt gibran pepesan kosong hapalan a b mewakili indonesia solo sentris,negative
@johnsada9735,2023-12-23T01:44:09Z,0,ada suara perempuan udah,True,"['suara', 'perempuan', 'sudah']","['suara', 'perempuan', 'sudah']",suara perempuan ,neutral
@tusehanensoh9742,2023-12-23T01:43:47Z,0,bak najwa sihab kenapa pak mahfud bilang kuliah gratis untuk anak prajurit bauangkara itumah gak adil kenapa gk grayis kulia untuk rakyat yg tak mampu untuk kulia gak masuk akal prajurit kan punya gaji rakyat kecil kulia gk mampu bayar buat makn aja susa apalgi but kulia gak adil pak mahfud,True,"['bak', 'najwa', 'sihab', 'mahfud', 'bilang', 'kuliah', 'gratis', 'anak', 'prajurit', 'bauangkara', 'itumah', 'enggak', 'adil', 'enggak', 'grayis', 'kulia', 'rakyat', 'yang', 'kulia', 'enggak', 'masuk', 'akal', 'prajurit', 'gaji', 'rakyat', 'kulia', 'enggak', 'bayar', 'makn', 'saja', 'susa', 'apalagi', 'but', 'kulia', 'enggak', 'adil', 'mahfud']","['bak', 'najwa', 'sihab', 'mahfud', 'bilang', 'kuliah', 'gratis', 'anak', 'prajurit', 'bauangkara', 'itumah', 'enggak', 'adil', 'enggak', 'grayis', 'kulia', 'rakyat', 'yang', 'kulia', 'enggak', 'masuk', 'akal', 'prajurit', 'gaji', 'rakyat', 'kulia', 'enggak', 'bayar', 'makn', 'saja', 'susa', 'apalagi', 'but', 'kulia', 'enggak', 'adil', 'mahfud']",bak najwa sihab mahfud  kuliah gratis anak prajurit bauangkara itumah  adil  grayis kulia rakyat  kulia  masuk akal prajurit gaji rakyat kulia  bayar makn  susa apalagi but kulia  adil mahfud,negative
@firafr1127,2023-12-23T01:42:55Z,0,ngambil kerah pun di permasalahin 😅 yang muncul di twitter malah banyakan tentang cak iminn weee 😂,True,"['ngambil', 'kerah', 'permasalahin', '😅', 'muncul', 'twitter', 'banyakan', 'cak', 'iminn', 'weee', '😂']","['ngambil', 'kerah', 'permasalahin', '😅', 'muncul', 'twitter', 'banyakan', 'cak', 'iminn', 'weee', '😂']",ngambil kerah permasalahin 😅 muncul twitter banyakan cak iminn weee 😂,negative
@moramarchella2848,2023-12-23T01:42:43Z,0,untuk masalah substansi materi pokok penjelasan gibran banyak yang tidak tepat tidak nyambung pertanyaan apa dijawabnya apa,True,"['substansi', 'materi', 'pokok', 'penjelasan', 'gibran', 'menyambung', 'dijawabnya']","['substansi', 'materi', 'pokok', 'penjelasan', 'gibran', 'menyambung', 'dijawabnya']",substansi materi pokok penjelasan gibran menyambung dijawabnya,negative
@bayu.s,2023-12-23T01:42:34Z,0,yakin masih dukung imin yakin masih dukung mahfud salam generasi muda berakal sehat ✌,True,"['dukung', 'imin', 'dukung', 'mahfud', 'salam', 'generasi', 'muda', 'berakal', 'sehat', '✌']","['dukung', 'imin', 'dukung', 'mahfud', 'salam', 'generasi', 'muda', 'berakal', 'sehat', '✌']",dukung imin dukung mahfud salam generasi muda berakal sehat ✌,positive
@ikaandriani1307,2023-12-23T01:42:16Z,1,anies baswedan presiden amin,True,"['anies', 'baswedan', 'presiden', 'amin']","['anies', 'baswedan', 'presiden', 'amin']",anies baswedan presiden amin,neutral
@obatsebel8792,2023-12-23T01:42:09Z,1,ngeri lihat mas gibran pada di bantai habis semua yg mulai senggal senggol mantep banget gibran tenang pak prabowo saya sudah ada disini bukan mitos,True,"['ngeri', 'lihat', 'mas', 'gibran', 'bantai', 'habis', 'yang', 'senggal', 'senggol', 'mantap', 'banget', 'gibran', 'tenang', 'prabowo', 'mitos']","['ngeri', 'lihat', 'mas', 'gibran', 'bantai', 'habis', 'yang', 'senggal', 'senggol', 'mantap', 'banget', 'gibran', 'tenang', 'prabowo', 'mitos']",ngeri  mas gibran bantai habis  senggal senggol mantap  gibran tenang prabowo mitos,negative
@tatiherawati8542,2023-12-23T01:41:33Z,1,ko tak ada iklan paslon,True,"['kok', 'iklan', 'paslon']","['kok', 'iklan', 'paslon']",kok iklan paslon,neutral
@wongndeso4758,2023-12-23T01:41:31Z,0,bapak cipung katanya di nomor kok ada di no tuhgmna tu timses no,True,"['cipung', 'nomor', 'no', 'tuhgmna', 'itu', 'timses', 'no']","['cipung', 'nomor', 'no', 'tuhgmna', 'itu', 'timses', 'no']",cipung nomor  tuhgmna itu timses ,negative
@harli2664,2023-12-23T01:41:31Z,1,coba dengerin menit ada yg bilang udah waktu gibran ngomongbesarin volume,True,"['coba', 'dengerin', 'menit', 'yang', 'bilang', 'sudah', 'gibran', 'ngomongbesarin', 'volume']","['coba', 'dengerin', 'menit', 'yang', 'bilang', 'sudah', 'gibran', 'ngomongbesarin', 'volume']",coba dengerin menit    gibran ngomongbesarin volume,neutral
@Yyyyy608,2023-12-23T01:41:21Z,1,loveyou gibran,True,"['loveyou', 'gibran']","['loveyou', 'gibran']",loveyou gibran,neutral
@DiasWidyosuwasto,2023-12-23T01:41:04Z,1,mas gibran kenapa mau jadi wakilnya pak prabowo sih 😳,True,"['mas', 'gibran', 'wakilnya', 'prabowo', 'sih', '😳']","['mas', 'gibran', 'wakilnya', 'prabowo', 'sih', '😳']",mas gibran wakilnya prabowo  😳,negative
@irfanadisini,2023-12-23T01:40:56Z,0,setelah saya nonton sekali dua kali tiga kali kok beda yaaa dan ternyata terasa merasuk dan dalam argumen nya kuat,True,"['menonton', 'kali', 'kali', 'beda', 'ya', 'merasuk', 'argumen', 'nya', 'kuat']","['menonton', 'kali', 'kali', 'beda', 'ya', 'merasuk', 'argumen', 'nya', 'kuat']",menonton kali kali beda  merasuk argumen  kuat,positive
@moramarchella2848,2023-12-23T01:40:55Z,0,prof mahfud md 👍👍👍,True,"['prof', 'mahfud', 'md', '👍', '👍', '👍']","['prof', 'mahfud', 'md', '👍', '👍', '👍']",prof mahfud md 👍 👍 👍,positive
@lurnitdeuS,2023-12-23T01:40:38Z,1,posisinya gaenak banget masih terjerat dengan masa lalu yang jelas jelas bakalan berakhir pada februari nanti ayolah pdip perlu balik ke ideologi partainya yaitu sosialis dan pro kerakyatan ngapain ngikutin jokowi yang jelas jelas bangun oligarki dalam negeri jelas itu tabrakan banget sama ideologi dari partainya sendiri harus di lawan jangan mau di belenggu masa lalu offensive harus jangan dipikirin masih jadi karyawan jokowi di kabinet gausah gitu masa keluwesan berfikir harus dihilangkan karna nyari aman sebab masih jadi karyawan jokowi hadehh,True,"['posisinya', 'gaenak', 'banget', 'terjerat', 'februari', 'ayolah', 'pdip', 'ideologi', 'partainya', 'sosialis', 'pro', 'kerakyatan', 'ngapain', 'mengikuti', 'jokowi', 'bangun', 'oligarki', 'negeri', 'tabrakan', 'banget', 'ideologi', 'partainya', 'lawan', 'belenggu', 'offensive', 'dipikirkan', 'karyawan', 'jokowi', 'kabinet', 'enggak usah', 'begitu', 'keluwesan', 'berpikir', 'dihilangkan', 'karena', 'mencari', 'aman', 'karyawan', 'jokowi', 'hadehh']","['posisinya', 'gaenak', 'banget', 'terjerat', 'februari', 'ayolah', 'pdip', 'ideologi', 'partainya', 'sosialis', 'pro', 'kerakyatan', 'ngapain', 'mengikuti', 'jokowi', 'bangun', 'oligarki', 'negeri', 'tabrakan', 'banget', 'ideologi', 'partainya', 'lawan', 'belenggu', 'offensive', 'dipikirkan', 'karyawan', 'jokowi', 'kabinet', 'enggak usah', 'begitu', 'keluwesan', 'berpikir', 'dihilangkan', 'karena', 'mencari', 'aman', 'karyawan', 'jokowi', 'hadehh']",posisinya gaenak  terjerat februari ayolah pdip ideologi partainya sosialis pro kerakyatan ngapain mengikuti jokowi bangun oligarki negeri tabrakan  ideologi partainya lawan belenggu offensive dipikirkan karyawan jokowi kabinet  usah begitu keluwesan berpikir dihilangkan karena mencari aman karyawan jokowi hadehh,negative
@rizkirahmanhakimid9432,2023-12-23T01:40:31Z,0,sebenarnya yang kritis sama hasil debat paslon banyak tapi buzzer gibran banyak wkwkwkw 😂 komentarnya pada ketilep tau dong duitnya dari mana jawab dalam hati aja bahaya negara wakanda,True,"['kritis', 'hasil', 'debat', 'paslon', 'buzzer', 'gibran', 'wkwkwkw', '😂', 'komentarnya', 'ketilep', 'tau', 'duitnya', 'hati', 'saja', 'bahaya', 'negara', 'wakanda']","['kritis', 'hasil', 'debat', 'paslon', 'buzzer', 'gibran', 'wkwkwkw', '😂', 'komentarnya', 'ketilep', 'tau', 'duitnya', 'hati', 'saja', 'bahaya', 'negara', 'wakanda']",kritis hasil debat paslon buzzer gibran wkwkwkw 😂 komentarnya ketilep  duitnya hati  bahaya negara wakanda,negative
@abdulazisramadhani2985,2023-12-23T01:40:27Z,108,awalnya aku meragukan gibran tapi setelah lihat debat tadi malam semakin yakin deh sama pilihan awalku😊,True,"['meragukan', 'gibran', 'lihat', 'debat', 'malam', 'deh', 'pilihan', 'awalku', '😊']","['meragukan', 'gibran', 'lihat', 'debat', 'malam', 'deh', 'pilihan', 'awalku', '😊']",meragukan gibran  debat malam deh pilihan awalku 😊,positive
@acmantiri2661,2023-12-23T01:40:14Z,40,anak muda milenium sekarang otaknya encerencer tidak bisa di sepelekan meskipun saya bukan pendukung mas gibran tapi saya salut ada calon pemimpin muda masadepan,True,"['anak', 'muda', 'milenium', 'otaknya', 'encerencer', 'sepelekan', 'pendukung', 'mas', 'gibran', 'salut', 'calon', 'pemimpin', 'muda', 'masadepan']","['anak', 'muda', 'milenium', 'otaknya', 'encerencer', 'sepelekan', 'pendukung', 'mas', 'gibran', 'salut', 'calon', 'pemimpin', 'muda', 'masadepan']",anak muda milenium otaknya encerencer sepelekan pendukung mas gibran salut calon pemimpin muda masadepan,positive
@burhanachmad4777,2023-12-23T01:40:06Z,0,baju hitam mirip coki pardede wkwkw,True,"['baju', 'hitam', 'coki', 'pardede', 'wkwkw']","['baju', 'hitam', 'coki', 'pardede', 'wkwkw']",baju hitam coki pardede wkwkw,neutral
@moramarchella2848,2023-12-23T01:39:54Z,0,mk saja bisa diatur apalagi debat seperti ini pasti bocor alus,True,"['maka', 'diatur', 'debat', 'bocor', 'alus']","['maka', 'diatur', 'debat', 'bocor', 'alus']",maka diatur debat bocor alus,negative
@PutriPanalus,2023-12-23T01:39:37Z,0,mas gibran ❤❤,True,"['mas', 'gibran', '❤', '❤']","['mas', 'gibran', '❤', '❤']",mas gibran ❤ ❤,neutral
@elpasw8163,2023-12-23T01:39:30Z,0,rakyat kita tidak belajar dari sejarah politik indonesia mau jadi simpatisan buta padahal jelas nepotisme mulai tumbuh kembali prabowo yg jelas titipan golkar yg pada jaman nya soeharto hingga anak cucunya dan sekarang giliran anak jokowi mulai merambah dunia politik dan kekuasaan memang manusia kalau sudah di puncak pasti akan berubah menjadi serakah hukumpun dipermainkan maafkan kami ibu pertiwi,True,"['rakyat', 'belajar', 'sejarah', 'politik', 'indonesia', 'simpatisan', 'buta', 'nepotisme', 'tumbuh', 'prabowo', 'yang', 'titipan', 'golkar', 'yang', 'jaman', 'nya', 'soeharto', 'anak', 'cucunya', 'giliran', 'anak', 'jokowi', 'merambah', 'dunia', 'politik', 'kekuasaan', 'manusia', 'puncak', 'berubah', 'serakah', 'hukumpun', 'dipermainkan', 'maafkan', 'pertiwi']","['rakyat', 'belajar', 'sejarah', 'politik', 'indonesia', 'simpatisan', 'buta', 'nepotisme', 'tumbuh', 'prabowo', 'yang', 'titipan', 'golkar', 'yang', 'jaman', 'nya', 'soeharto', 'anak', 'cucunya', 'giliran', 'anak', 'jokowi', 'merambah', 'dunia', 'politik', 'kekuasaan', 'manusia', 'puncak', 'berubah', 'serakah', 'hukumpun', 'dipermainkan', 'maafkan', 'pertiwi']",rakyat belajar sejarah politik indonesia simpatisan buta nepotisme tumbuh prabowo  titipan golkar  jaman  soeharto anak cucunya giliran anak jokowi merambah dunia politik kekuasaan manusia puncak berubah serakah hukumpun dipermainkan maafkan pertiwi,negative
@fadilsah,2023-12-23T01:39:08Z,0,debat x ini kurang menarik,True,"['debat', 'kali', 'menarik']","['debat', 'kali', 'menarik']",debat kali menarik,negative
